# the deviation between $E_\mathrm{geo}$ and $E\'_\mathrm{geo}$ for an observation altitude of \SI{0}{m asl}
# knots	coefficients
3.111111111111111427e+02 1.746787639362779920e+00
3.151515151515151842e+02 1.720568070951267403e+00
3.191919191919192258e+02 1.693852325930668146e+00
3.232323232323232673e+02 1.666639310887840564e+00
3.272727272727273089e+02 1.638947414783646694e+00
3.313131313131313505e+02 1.610812750228911350e+00
3.353535353535353920e+02 1.582289482712819551e+00
3.393939393939394336e+02 1.553443884746755765e+00
3.434343434343434751e+02 1.524370687386985557e+00
3.474747474747475167e+02 1.495126298923016517e+00
3.515151515151515582e+02 1.465979677977660822e+00
3.555555555555555998e+02 1.436733455901684220e+00
3.595959595959596413e+02 1.409373466593974555e+00
3.636363636363636829e+02 1.379701658322969759e+00
3.676767676767677244e+02 1.354330598532249796e+00
3.717171717171717660e+02 1.334806737762925577e+00
3.757575757575758075e+02 1.316067218400581273e+00
3.797979797979798491e+02 1.299104064461480634e+00
3.838383838383838906e+02 1.285244172685729991e+00
3.878787878787878753e+02 1.274260839391381461e+00
3.919191919191919169e+02 1.266093666073027757e+00
3.959595959595959584e+02 1.259953305456662953e+00
4.000000000000000000e+02 1.254913705586047534e+00
4.050000000000000000e+02 1.252130068226895654e+00
4.055555555555555429e+02 1.250624378074850052e+00
4.061111111111110858e+02 1.250298194876040769e+00
4.066666666666666856e+02 1.249730285670563434e+00
4.072222222222222285e+02 1.250155646067442561e+00
4.077777777777777715e+02 1.246960636997187288e+00
4.083333333333333144e+02 1.242288874617667460e+00
4.088888888888889142e+02 1.238296505072650433e+00
4.094444444444444571e+02 1.234379532660356160e+00
4.100000000000000000e+02 1.230677230053726534e+00
4.105555555555555429e+02 1.227132774574139162e+00
4.111111111111110858e+02 1.223743979846281915e+00
4.116666666666666856e+02 1.220496388531796095e+00
4.122222222222222285e+02 1.217380463265682167e+00
4.127777777777777715e+02 1.214386855535712906e+00
4.133333333333333144e+02 1.211507393564017043e+00
4.138888888888889142e+02 1.208734785003796164e+00
4.144444444444444571e+02 1.206062180605159906e+00
4.150000000000000000e+02 1.203483864478193111e+00
4.155555555555555429e+02 1.200994245321884923e+00
4.161111111111110858e+02 1.198588270005825240e+00
4.166666666666666856e+02 1.196261449526437204e+00
4.172222222222222285e+02 1.194009611375676627e+00
4.177777777777777715e+02 1.191828846455907476e+00
4.183333333333333144e+02 1.189715886336558670e+00
4.188888888888889142e+02 1.187666730680051907e+00
4.194444444444444571e+02 1.185679677894647899e+00
4.200000000000000000e+02 1.183750508625961650e+00
4.205555555555555429e+02 1.181877572309003144e+00
4.211111111111110858e+02 1.180057930263643806e+00
4.216666666666666856e+02 1.178289499573573984e+00
4.222222222222222285e+02 1.176570130478223231e+00
4.227777777777777715e+02 1.174897812537689212e+00
4.233333333333333144e+02 1.173270723623337286e+00
4.238888888888889142e+02 1.171686997670332575e+00
4.244444444444444571e+02 1.170145192336482953e+00
4.250000000000000000e+02 1.168643414039270301e+00
4.255555555555555429e+02 1.167180645676076489e+00
4.261111111111110858e+02 1.165755109585089766e+00
4.266666666666666856e+02 1.164365618240376321e+00
4.272222222222222285e+02 1.163011008947863578e+00
4.277777777777777715e+02 1.161689979383390581e+00
4.283333333333333144e+02 1.160401477401238779e+00
4.288888888888889142e+02 1.159144407712141778e+00
4.294444444444444571e+02 1.157917775115590242e+00
4.300000000000000000e+02 1.156720509547249032e+00
4.305555555555555429e+02 1.155551996278765481e+00
4.311111111111110858e+02 1.154410997756365242e+00
4.316666666666666856e+02 1.153296846206422588e+00
4.322222222222222285e+02 1.152208746105293669e+00
4.327777777777777715e+02 1.151145902828994538e+00
4.333333333333333144e+02 1.150107524721584840e+00
4.338888888888889142e+02 1.149093175656280108e+00
4.344444444444444571e+02 1.148100858616466047e+00
4.350000000000000000e+02 1.147128007143962902e+00
4.355555555555555429e+02 1.146171858382453834e+00
4.361111111111110858e+02 1.145230406939980350e+00
4.366666666666666856e+02 1.144301489471861943e+00
4.372222222222222285e+02 1.143383291477735542e+00
4.377777777777777715e+02 1.142474120455927444e+00
4.383333333333333144e+02 1.141572394975352456e+00
4.388888888888889142e+02 1.140676730319548193e+00
4.394444444444444571e+02 1.139785888547506065e+00
4.400000000000000000e+02 1.138898517585044790e+00
4.405555555555555429e+02 1.138013621684380583e+00
4.411111111111110858e+02 1.137131073214161958e+00
4.416666666666666856e+02 1.136248551719964306e+00
4.422222222222222285e+02 1.135365852994989488e+00
4.427777777777777715e+02 1.134482309324104543e+00
4.433333333333333144e+02 1.133597000934468024e+00
4.438888888888889142e+02 1.132709505383699522e+00
4.444444444444444571e+02 1.131819253884986054e+00
4.450000000000000000e+02 1.130925879828785341e+00
4.455555555555555429e+02 1.130028738249691411e+00
4.461111111111110858e+02 1.129128342526854123e+00
4.466666666666666856e+02 1.128223529467409447e+00
4.472222222222222285e+02 1.127314640635653786e+00
4.477777777777777715e+02 1.126401389123195873e+00
4.483333333333333144e+02 1.125483761707344321e+00
4.488888888888889142e+02 1.124561680267765817e+00
4.494444444444444571e+02 1.123635275416573931e+00
4.500000000000000000e+02 1.122704146717992790e+00
4.505555555555555429e+02 1.121769278233816003e+00
4.511111111111110858e+02 1.120829868493904646e+00
4.516666666666666856e+02 1.119886454917167429e+00
4.522222222222222285e+02 1.118939361818915845e+00
4.527777777777777715e+02 1.117987544531536814e+00
4.533333333333333144e+02 1.117035881732260760e+00
4.538888888888889142e+02 1.116067272305638847e+00
4.544444444444444571e+02 1.115146185036670623e+00
4.550000000000000000e+02 1.114033395807731752e+00
4.555555555555555429e+02 1.113735686724520724e+00
4.561111111111110858e+02 1.113200266501792601e+00
4.566666666666666856e+02 1.112709465981085666e+00
4.572222222222222285e+02 1.112187879674165103e+00
4.577777777777777715e+02 1.111655995475399283e+00
4.583333333333333144e+02 1.111108579075282377e+00
4.588888888888889142e+02 1.110547225054115961e+00
4.594444444444444571e+02 1.109972143009636758e+00
4.600000000000000000e+02 1.106039597036251321e+00
4.700000000000000000e+02 1.087212328556360408e+00
5.056565656565656468e+02 1.017709229948788652e+00
5.413131313131312936e+02 9.985991093282540199e-01
5.769696969696969973e+02 1.016964739222332215e+00
6.126262626262625872e+02 1.029615879178475746e+00
6.482828282828282909e+02 1.034495521432250875e+00
6.839393939393939945e+02 1.033468765294612179e+00
7.195959595959595845e+02 1.030805104504675995e+00
7.552525252525251744e+02 1.027903049801854207e+00
7.909090909090908781e+02 1.026184756438686341e+00
8.265656565656565817e+02 1.025127814572079021e+00
8.622222222222221717e+02 1.024308479522434423e+00
8.978787878787878753e+02 1.023367598466323303e+00
9.335353535353535790e+02 1.022069002162460549e+00
9.691919191919191690e+02 1.020483290688587008e+00
1.004848484848484759e+03 1.018741352694442437e+00
1.040505050505050349e+03 1.016982397997040044e+00
1.076161616161616166e+03 1.015321068361504819e+00
1.111818181818181756e+03 1.013809071879916424e+00
1.147474747474747346e+03 1.012444361497245149e+00
1.183131313131313163e+03 1.011228988594882416e+00
1.218787878787878753e+03 1.010160424181126837e+00
1.254444444444444343e+03 1.009228415733007589e+00
1.290101010101010161e+03 1.008413211738250714e+00
1.325757575757575751e+03 1.007698217322045009e+00
1.361414141414141341e+03 1.007070993281159232e+00
1.397070707070707158e+03 1.006517440368297045e+00
1.432727272727272521e+03 1.006027875046200393e+00
1.468383838383838338e+03 1.005592958010161242e+00
1.504040404040403928e+03 1.005204985986605681e+00
1.539696969696969518e+03 1.004857320767401418e+00
1.575353535353535335e+03 1.004544227115323762e+00
1.611010101010100925e+03 1.004260899134459484e+00
1.646666666666666515e+03 1.004003322321227021e+00
1.682323232323232332e+03 1.003767692567451908e+00
1.717979797979797922e+03 1.003551355401678391e+00
1.753636363636363512e+03 1.003351394148036979e+00
1.789292929292929102e+03 1.003165863046642681e+00
1.824949494949494920e+03 1.002992763609180660e+00
1.860606060606060510e+03 1.002830520309109241e+00
1.896262626262626100e+03 1.002677762796743810e+00
1.931919191919191917e+03 1.002533288152881674e+00
1.967575757575757507e+03 1.002396121291893927e+00
2.003232323232323097e+03 1.002265403313668202e+00
2.038888888888888687e+03 1.002140476940321934e+00
2.074545454545454504e+03 1.002020651995785050e+00
2.110202020202020321e+03 1.001905507767883563e+00
2.145858585858585684e+03 1.001794597877909032e+00
2.181515151515151501e+03 1.001687612672382377e+00
2.217171717171717319e+03 1.001584254130184926e+00
2.252828282828282681e+03 1.001484358913353745e+00
2.288484848484848044e+03 1.001387747008583906e+00
2.324141414141414316e+03 1.001294328226735475e+00
2.359797979797979679e+03 1.001204030033449044e+00
2.395454545454545041e+03 1.001116816752325889e+00
2.431111111111110858e+03 1.001032698271532739e+00
2.466767676767676676e+03 1.000951656929623512e+00
2.502424242424242038e+03 1.000873884267444058e+00
2.538080808080807856e+03 1.000799089372909512e+00
2.573737373737373673e+03 1.000727700191651914e+00
2.609393939393939036e+03 1.000659608198344319e+00
2.645050505050504853e+03 1.000594917861567179e+00
2.680707070707070670e+03 1.000533701210978510e+00
2.716363636363636033e+03 1.000476031233902052e+00
2.752020202020201850e+03 1.000421912009422876e+00
2.787676767676767668e+03 1.000371545384686423e+00
2.823333333333333030e+03 1.000324682718984226e+00
2.858989898989898848e+03 1.000281585912127458e+00
2.894646464646464665e+03 1.000242105442960439e+00
2.930303030303030027e+03 1.000206273418572822e+00
2.965959595959595845e+03 1.000173978637800332e+00
3.001616161616161207e+03 1.000145153556415645e+00
3.037272727272727025e+03 1.000119669523423571e+00
3.072929292929292842e+03 1.000097405591255262e+00
3.108585858585858205e+03 1.000078149531391292e+00
3.144242424242424022e+03 1.000061744433210942e+00
3.179898989898989839e+03 1.000047944399282462e+00
3.215555555555555202e+03 1.000036550744310748e+00
3.251212121212121019e+03 1.000027287370665041e+00
3.286868686868686837e+03 1.000019900379375937e+00
3.322525252525252199e+03 1.000014207715011816e+00
3.358181818181818016e+03 1.000009773811334490e+00
3.393838383838383834e+03 1.000006559101054959e+00
3.429494949494949196e+03 1.000004234418092608e+00
3.465151515151515014e+03 1.000002632109246337e+00
3.500808080808080376e+03 1.000001556471558750e+00
3.536464646464646194e+03 1.000000892198676494e+00
3.572121212121212011e+03 1.000000464603171491e+00
3.607777777777777374e+03 1.000000230747887686e+00
3.643434343434343191e+03 1.000000120657295932e+00
3.679090909090909008e+03 1.000000047595825503e+00
3.714747474747474371e+03 1.000000012041595276e+00
3.750404040404040188e+03 1.000000006025121735e+00
3.786060606060606005e+03 1.000000001638619462e+00
3.821717171717171368e+03 1.000000000491960250e+00
3.857373737373737185e+03 1.000000000055999871e+00
3.893030303030303003e+03 1.000000000008906653e+00
3.928686868686868365e+03 9.999999999990826227e-01
4.000000000000000000e+03 1.000000000000389022e+00
4.000000000000000000e+03 1.000000000000018208e+00
