# the deviation between $E_\mathrm{ce}$ and $E\'_\mathrm{ce}$ for an observation altitude of \SI{0}{m asl}
# knots	coefficients
2.020202020202020208e+02 1.078170989187850370e+00
2.060606060606060623e+02 1.077459096602950028e+00
2.101010101010101039e+02 1.076749114357581361e+00
2.141414141414141454e+02 1.076040660093927182e+00
2.181818181818181870e+02 1.075333118206712513e+00
2.222222222222222285e+02 1.074626068190688288e+00
2.262626262626262701e+02 1.073919098408350203e+00
2.303030303030303116e+02 1.073211851375075465e+00
2.343434343434343532e+02 1.072504006874822613e+00
2.383838383838383947e+02 1.071795281734457150e+00
2.424242424242424363e+02 1.071085425239998390e+00
2.464646464646464779e+02 1.070374215905223636e+00
2.505050505050505194e+02 1.069661458119387953e+00
2.545454545454545610e+02 1.068946979106122575e+00
2.585858585858586025e+02 1.068230626102384617e+00
2.626262626262626441e+02 1.067512263784051285e+00
2.666666666666666856e+02 1.066791771961359103e+00
2.707070707070707272e+02 1.066069043420001305e+00
2.747474747474747687e+02 1.065343982343901708e+00
2.787878787878788103e+02 1.064616501638692814e+00
2.828282828282828518e+02 1.063886525366188218e+00
2.868686868686868934e+02 1.063153973041789380e+00
2.909090909090909349e+02 1.062418793519572136e+00
2.949494949494949765e+02 1.061680916370381755e+00
2.989898989898990180e+02 1.060940287317370778e+00
3.030303030303030596e+02 1.060196852224662312e+00
3.070707070707071011e+02 1.059450560653025342e+00
3.111111111111111427e+02 1.058701364299196479e+00
3.151515151515151842e+02 1.057949216917474011e+00
3.191919191919192258e+02 1.057194073941500001e+00
3.232323232323232673e+02 1.056435892271060384e+00
3.272727272727273089e+02 1.055674630087878763e+00
3.313131313131313505e+02 1.054910246726549650e+00
3.353535353535353920e+02 1.054142702584454527e+00
3.393939393939394336e+02 1.053371959066810248e+00
3.434343434343434751e+02 1.052597978560669834e+00
3.474747474747475167e+02 1.051820724433212728e+00
3.515151515151515582e+02 1.051040161049982657e+00
3.555555555555555998e+02 1.050256253809410234e+00
3.595959595959596413e+02 1.049468969190377354e+00
3.636363636363636829e+02 1.048678274810058930e+00
3.676767676767677244e+02 1.047884139489647870e+00
3.717171717171717660e+02 1.047086533325909397e+00
3.757575757575758075e+02 1.046285427766869169e+00
3.797979797979798491e+02 1.045480795690068021e+00
3.838383838383838906e+02 1.044672611482439839e+00
3.878787878787878753e+02 1.043860851119832178e+00
3.919191919191919169e+02 1.043045492248808603e+00
3.959595959595959584e+02 1.042226514257099446e+00
4.000000000000000000e+02 1.041338774623612240e+00
4.050000000000000000e+02 1.040684300047890032e+00
4.055555555555555429e+02 1.040266229958436428e+00
4.061111111111110858e+02 1.040152141371549988e+00
4.066666666666666856e+02 1.040037983277719791e+00
4.072222222222222285e+02 1.039923755644366121e+00
4.077777777777777715e+02 1.039809458439098444e+00
4.083333333333333144e+02 1.039695091630428614e+00
4.088888888888889142e+02 1.039580655187578140e+00
4.094444444444444571e+02 1.039466149080532587e+00
4.100000000000000000e+02 1.039351573280034691e+00
4.105555555555555429e+02 1.039236927757587470e+00
4.111111111111110858e+02 1.039122212485462438e+00
4.116666666666666856e+02 1.039007427436691389e+00
4.122222222222222285e+02 1.038892572585083052e+00
4.127777777777777715e+02 1.038777647905217094e+00
4.133333333333333144e+02 1.038662653372448785e+00
4.138888888888889142e+02 1.038547588962915658e+00
4.144444444444444571e+02 1.038432454653538173e+00
4.150000000000000000e+02 1.038317250422017723e+00
4.155555555555555429e+02 1.038201976246857727e+00
4.161111111111110858e+02 1.038086632107317664e+00
4.166666666666666856e+02 1.037971217983561623e+00
4.172222222222222285e+02 1.037855733856171359e+00
4.177777777777777715e+02 1.037740179707918875e+00
4.183333333333333144e+02 1.037624555517215441e+00
4.188888888888889142e+02 1.037508861282539607e+00
4.194444444444444571e+02 1.037393096931296332e+00
4.200000000000000000e+02 1.037277262659979327e+00
4.205555555555555429e+02 1.037161357664665218e+00
4.211111111111110858e+02 1.037045384878908516e+00
4.216666666666666856e+02 1.036929333291667366e+00
4.222222222222222285e+02 1.036813243937734885e+00
4.227777777777777715e+02 1.036696963618095602e+00
4.233333333333333144e+02 1.036581064028085253e+00
4.238888888888889142e+02 1.036463411524424894e+00
4.244444444444444571e+02 1.036351968928921119e+00
4.250000000000000000e+02 1.036217018546657487e+00
4.255555555555555429e+02 1.036169468289552142e+00
4.261111111111110858e+02 1.035795404163936118e+00
4.266666666666666856e+02 1.036639574196700497e+00
4.272222222222222285e+02 1.032936900243155431e+00
4.277777777777777715e+02 1.046202946829462688e+00
4.283333333333333144e+02 9.961405339750400989e-01
4.288888888888889142e+02 1.009574995563029320e+00
4.294444444444444571e+02 1.005994207909221894e+00
4.300000000000000000e+02 1.006973045009307732e+00
4.305555555555555429e+02 1.006730036255114147e+00
4.311111111111110858e+02 1.006814287808215136e+00
4.316666666666666856e+02 1.006810740802314807e+00
4.322222222222222285e+02 1.006830599325440279e+00
4.327777777777777715e+02 1.006844073957350316e+00
4.333333333333333144e+02 1.006859142811580732e+00
4.338888888888889142e+02 1.006873670543005694e+00
4.344444444444444571e+02 1.006888229465148887e+00
4.350000000000000000e+02 1.006902665352306103e+00
4.355555555555555429e+02 1.006917016854773861e+00
4.361111111111110858e+02 1.006931276174582113e+00
4.366666666666666856e+02 1.006945459764629902e+00
4.372222222222222285e+02 1.006959491853437694e+00
4.377777777777777715e+02 1.006973691911921431e+00
4.383333333333333144e+02 1.006986830220919948e+00
4.388888888888889142e+02 1.007003499697661120e+00
4.394444444444444571e+02 1.007014376503233555e+00
4.400000000000000000e+02 1.007028781094581271e+00
4.405555555555555429e+02 1.007042129190867996e+00
4.411111111111110858e+02 1.007055639550837656e+00
4.416666666666666856e+02 1.007069010212981119e+00
4.422222222222222285e+02 1.007082304473160050e+00
4.427777777777777715e+02 1.007095503508215417e+00
4.433333333333333144e+02 1.007108626718173916e+00
4.438888888888889142e+02 1.007121645909988539e+00
4.444444444444444571e+02 1.007134590532617446e+00
4.450000000000000000e+02 1.007147448781690713e+00
4.455555555555555429e+02 1.007160219090060149e+00
4.461111111111110858e+02 1.007172903622832960e+00
4.466666666666666856e+02 1.007185503299181883e+00
4.472222222222222285e+02 1.007198019254106569e+00
4.477777777777777715e+02 1.007210446461278774e+00
4.483333333333333144e+02 1.007222795177346253e+00
4.488888888888889142e+02 1.007235048534575350e+00
4.494444444444444571e+02 1.007247251118241760e+00
4.500000000000000000e+02 1.007259328019768141e+00
4.505555555555555429e+02 1.007271334125819928e+00
4.511111111111110858e+02 1.007283260309847828e+00
4.516666666666666856e+02 1.007295098689341417e+00
4.522222222222222285e+02 1.007306874451357803e+00
4.527777777777777715e+02 1.007318535449763131e+00
4.533333333333333144e+02 1.007330136160948353e+00
4.538888888888889142e+02 1.007341645978905298e+00
4.544444444444444571e+02 1.007353081389512628e+00
4.550000000000000000e+02 1.007364424174146844e+00
4.555555555555555429e+02 1.007375696722790925e+00
4.561111111111110858e+02 1.007386882860878963e+00
4.566666666666666856e+02 1.007397989902406366e+00
4.572222222222222285e+02 1.007409014538714231e+00
4.577777777777777715e+02 1.007419966005661083e+00
4.583333333333333144e+02 1.007430825798187879e+00
4.588888888888889142e+02 1.007441614524094309e+00
4.594444444444444571e+02 1.007452318247699985e+00
4.600000000000000000e+02 1.007523158495691407e+00
4.700000000000000000e+02 1.007799312420139870e+00
5.056565656565656468e+02 1.008099125363558057e+00
5.413131313131312936e+02 1.008489311560602619e+00
5.769696969696969973e+02 1.008892151317561270e+00
6.126262626262625872e+02 1.009263990339091643e+00
6.482828282828282909e+02 1.009626855481370322e+00
6.839393939393939945e+02 1.009981693895554589e+00
7.195959595959595845e+02 1.010332744680678907e+00
7.552525252525251744e+02 1.010682492338633276e+00
7.909090909090908781e+02 1.011033271750160889e+00
8.265656565656565817e+02 1.011384672909932503e+00
8.622222222222221717e+02 1.011734313648916084e+00
8.978787878787878753e+02 1.012077627449586403e+00
9.335353535353535790e+02 1.012407849844880747e+00
9.691919191919191690e+02 1.012715910917406870e+00
1.004848484848484759e+03 1.012990600892665904e+00
1.040505050505050349e+03 1.013215925825570629e+00
1.076161616161616166e+03 1.013374094334406061e+00
1.111818181818181756e+03 1.013447133048839932e+00
1.147474747474747346e+03 1.013416812192992511e+00
1.183131313131313163e+03 1.013264936560248186e+00
1.218787878787878753e+03 1.012973655358431202e+00
1.254444444444444343e+03 1.012525528026707811e+00
1.290101010101010161e+03 1.011903834230312382e+00
1.325757575757575751e+03 1.011092692151707384e+00
1.361414141414141341e+03 1.010077115628943423e+00
1.397070707070707158e+03 1.008843192616871054e+00
1.432727272727272521e+03 1.007377997616267340e+00
1.468383838383838338e+03 1.005669925652234786e+00
1.504040404040403928e+03 1.003708132635908079e+00
1.539696969696969518e+03 1.001483461198603431e+00
1.575353535353535335e+03 9.989859476765233781e-01
1.611010101010100925e+03 9.962151154892094906e-01
1.646666666666666515e+03 9.931499562757917232e-01
1.682323232323232332e+03 9.898000196689221708e-01
1.717979797979797922e+03 9.861536988727584996e-01
1.753636363636363512e+03 9.822096383982077406e-01
1.789292929292929102e+03 9.779650281140177537e-01
1.824949494949494920e+03 9.734185494966458574e-01
1.860606060606060510e+03 9.685700826252815476e-01
1.896262626262626100e+03 9.634199753732870519e-01
1.931919191919191917e+03 9.579703125621585880e-01
1.967575757575757507e+03 9.522226161673384981e-01
2.003232323232323097e+03 9.461829125001181007e-01
2.038888888888888687e+03 9.398535718296024966e-01
2.074545454545454504e+03 9.332414636603305613e-01
2.110202020202020321e+03 9.263531236034150407e-01
2.145858585858585684e+03 9.191961448912294719e-01
2.181515151515151501e+03 9.117791915184485507e-01
2.217171717171717319e+03 9.041116875085194460e-01
2.252828282828282681e+03 8.962039018892538067e-01
2.288484848484848044e+03 8.880668244599204675e-01
2.324141414141414316e+03 8.797121019269423803e-01
2.359797979797979679e+03 8.711519627409913813e-01
2.395454545454545041e+03 8.623991143083502564e-01
2.431111111111110858e+03 8.534666786884284040e-01
2.466767676767676676e+03 8.443680613713043792e-01
2.502424242424242038e+03 8.351169402383595841e-01
2.538080808080807856e+03 8.257270785672929936e-01
2.573737373737373673e+03 8.162122976805535890e-01
2.609393939393939036e+03 8.065865022718301525e-01
2.645050505050504853e+03 7.968632205420389525e-01
2.680707070707070670e+03 7.870561802536966134e-01
2.716363636363636033e+03 7.771786425919009478e-01
2.752020202020201850e+03 7.672435680234418465e-01
2.787676767676767668e+03 7.572637525980308038e-01
2.823333333333333030e+03 7.472514438210672294e-01
2.858989898989898848e+03 7.372185588720939764e-01
2.894646464646464665e+03 7.271766112588603503e-01
2.930303030303030027e+03 7.171364983778121260e-01
2.965959595959595845e+03 7.071087580970539799e-01
3.001616161616161207e+03 6.971033693407954202e-01
3.037272727272727025e+03 6.871297958603238554e-01
3.072929292929292842e+03 6.771970313400275110e-01
3.108585858585858205e+03 6.673134158719583597e-01
3.144242424242424022e+03 6.574869219750008043e-01
3.179898989898989839e+03 6.477249589691291831e-01
3.215555555555555202e+03 6.380343573211190167e-01
3.251212121212121019e+03 6.284215229140870385e-01
3.286868686868686837e+03 6.188923543854591980e-01
3.322525252525252199e+03 6.094522698329319921e-01
3.358181818181818016e+03 6.001062389988136569e-01
3.393838383838383834e+03 5.908587946108335709e-01
3.429494949494949196e+03 5.817139797379464738e-01
3.465151515151515014e+03 5.726756692888478328e-01
3.500808080808080376e+03 5.637465300713829786e-01
3.536464646464646194e+03 5.549307235550795525e-01
3.572121212121212011e+03 5.462297042666202085e-01
3.607777777777777374e+03 5.376458078983128441e-01
3.643434343434343191e+03 5.291818157298566749e-01
3.679090909090909008e+03 5.208384396508795033e-01
3.714747474747474371e+03 5.126174075880102210e-01
3.750404040404040188e+03 5.045197145368756075e-01
3.786060606060606005e+03 4.965462201133785114e-01
3.821717171717171368e+03 4.886975018379527969e-01
3.857373737373737185e+03 4.809739736743093852e-01
3.893030303030303003e+03 4.733757435805335256e-01
3.928686868686868365e+03 4.634119279836423355e-01
4.000000000000000000e+03 4.561267462754760027e-01
4.000000000000000000e+03 4.513528930427270214e-01
